cx,cy
-8.916666666667,-2.858333333333
-8.916666666667,-1.858333333333
-8.916666666667,-0.858333333333
-8.916666666667,0.141666666667
-8.916666666667,1.141666666667
-8.916666666667,2.141666666667
-7.916666666667,-4.858333333333
-7.916666666667,-3.858333333333
-7.916666666667,-2.858333333333
-7.916666666667,-1.858333333333
-7.916666666667,-0.858333333333
-7.916666666667,0.141666666667
-7.916666666667,1.141666666667
-7.916666666667,2.141666666667
-7.916666666667,3.141666666667
-7.916666666667,4.141666666667
-6.916666666667,-5.858333333333
-6.916666666667,-4.858333333333
-6.916666666667,-3.858333333333
-6.916666666667,-2.858333333333
-6.916666666667,-1.858333333333
-6.916666666667,-0.858333333333
-6.916666666667,0.141666666667
-6.916666666667,1.141666666667
-6.916666666667,2.141666666667
-6.916666666667,3.141666666667
-6.916666666667,4.141666666667
-6.916666666667,5.141666666667
-6.916666666667,6.141666666667
-5.916666666667,-6.858333333333
-5.916666666667,-5.858333333333
-5.916666666667,-4.858333333333
-5.916666666667,-3.858333333333
-5.916666666667,-2.858333333333
-5.916666666667,-1.858333333333
-5.916666666667,-0.858333333333
-5.916666666667,0.141666666667
-5.916666666667,1.141666666667
-5.916666666667,2.141666666667
-5.916666666667,3.141666666667
-5.916666666667,4.141666666667
-5.916666666667,5.141666666667
-5.916666666667,6.141666666667
-5.916666666667,7.141666666667
-4.916666666667,-7.858333333333
-4.916666666667,-6.858333333333
-4.916666666667,-5.858333333333
-4.916666666667,-4.858333333333
-4.916666666667,-3.858333333333
-4.916666666667,-2.858333333333
-4.916666666667,-1.858333333333
-4.916666666667,-0.858333333333
-4.916666666667,0.141666666667
-4.916666666667,1.141666666667
-4.916666666667,2.141666666667
-4.916666666667,3.141666666667
-4.916666666667,4.141666666667
-4.916666666667,5.141666666667
-4.916666666667,6.141666666667
-4.916666666667,7.141666666667
-3.916666666667,-7.858333333333
-3.916666666667,-6.858333333333
-3.916666666667,-5.858333333333
-3.916666666667,-4.858333333333
-3.916666666667,-3.858333333333
-3.916666666667,-2.858333333333
-3.916666666667,-1.858333333333
-3.916666666667,-0.858333333333
-3.916666666667,0.141666666667
-3.916666666667,1.141666666667
-3.916666666667,2.141666666667
-3.916666666667,3.141666666667
